CustomerID,Amount,Frequency,Recency,Cluster
13449,291.8799954652786,19,23,2
13450,2043.7200173735619,71,26,2
13451,2916.4499794840813,444,25,1
13452,590.0,2,258,0
13453,356.9799952507019,17,165,0
13455,1007.3499932289124,53,24,2
13456,1737.8199915885925,65,17,2
13458,9537.919989019632,394,6,1
13460,183.43999600410461,17,28,2
13461,1444.9999990463257,27,38,2
13462,143.24999856948853,10,182,0
13464,674.6799986064434,41,57,2
13466,297.94999811053276,18,99,2
13467,1083.7099918425083,99,10,2
13468,5656.749949723482,306,1,1
13470,164.9999976158142,10,98,2
13471,2531.579986780882,260,0,1
13473,417.53999638557434,22,60,2
13474,229.58999928832054,64,235,0
13475,1431.7799968719482,86,190,0
13476,1092.7699937820435,61,178,0
13477,1441.529988259077,81,37,2
13479,290.9999990463257,16,197,0
13481,1776.8099833130836,112,45,2
13482,184.63999962806702,11,231,0
13483,140.34000039100647,10,65,2
13484,313.7999973297119,8,240,0
13485,454.23999786376953,23,232,0
13486,1122.4099956154823,69,77,2
13487,575.3999988734722,34,57,2
13488,8910.609963923693,427,16,1
13489,449.52000546455383,14,104,2
13491,1215.8199862837791,86,51,2
13492,1269.8399844169617,50,135,2
13493,618.6300058364868,8,274,0
13494,316.2599973678589,18,311,0
13495,1990.119988322258,52,7,2
13496,617.9300020933151,36,10,2
13497,321.04999899864197,20,282,0
13499,1146.9599785804749,45,17,2
13500,1136.769986152649,67,22,2
13501,1310.469988822937,53,242,0
13502,291.9999957680702,18,16,2
13503,216.849996894598,17,70,2
13504,295.92999640107155,22,63,2
13505,4282.879996985197,227,67,1
13506,452.819996714592,29,311,0
13507,2479.159981995821,162,2,2
13508,110.96999788284302,12,243,0
13509,979.7199945747852,44,8,2
13510,1785.1599823534489,117,0,2
13512,251.20999717712402,15,260,0
13513,205.09999799728394,10,126,2
13514,152.2000026702881,4,73,2
13515,891.119999140501,59,72,2
13516,1389.4099795818329,44,20,2
13517,2109.069983571768,143,59,2
13518,659.4399976730347,38,85,2
13519,110.79999732971191,9,49,2
13520,3487.750002384186,95,58,2
13521,1093.6499925777316,436,0,1
13522,125.7999997138977,5,29,2
13523,3755.3799854516983,177,32,1
13524,680.1799991130829,27,40,2
13525,628.7800121307373,6,14,2
13527,2263.7599773406982,224,33,1
13529,307.76000356674194,15,78,2
13531,483.79999446868896,22,204,0
13532,210.30999866127968,66,33,2
13533,270.7899990975857,76,182,0
13534,5613.07992041111,342,1,1
13536,3448.289960861206,179,0,1
13538,1280.8499898910522,25,42,2
13539,605.8399978280067,38,85,2
13544,291.4099963903427,87,39,2
13546,626.9899997413158,98,11,2
13548,682.4099985659122,124,95,2
13549,916.1199958324432,52,25,2
13551,91.79999828338623,4,318,0
13552,3539.52996340394,121,65,2
13555,4149.279965668917,136,73,1
13557,584.0599972605705,34,27,2
13558,605.0599974393845,175,5,2
13560,174.3699979186058,33,6,2
13561,141.8599974513054,14,215,0
13562,1799.329962015152,82,81,2
13563,777.5299983024597,49,83,2
13564,647.7399788200855,85,143,2
13565,240.22000008821487,38,18,2
13566,874.7099971324205,176,40,2
13568,192.84999978542328,44,172,0
13569,373.7499983906746,85,16,2
13570,239.4900018274784,27,242,0
13571,2092.319983124733,341,12,1
13572,1384.2499887943268,33,205,0
13573,294.39999809861183,26,49,2
13575,732.069995880127,46,22,2
13576,6703.300069451332,130,9,1
13577,1658.2999725937843,85,24,2
13579,467.0399935245514,23,14,2
13581,117.99999904632568,10,308,0
13583,781.029992222786,53,155,0
13584,142.39999783039093,24,306,0
13587,346.9999976158142,11,31,2
13588,2445.119982689619,180,15,2
13589,379.64999628067017,21,14,2
13590,1976.1199791431427,89,10,2
13591,1117.129998922348,58,64,2
13592,247.95999765396118,16,35,2
13593,1990.2799834012985,129,107,2
13594,396.96999836713076,26,52,2
13596,697.0399956405163,166,5,2
13598,167.4199993610382,41,46,2
13599,5030.599941879511,264,0,1
13600,219.51999673247337,19,311,0
13601,693.3199917972088,99,44,2
13602,428.8899939060211,23,64,2
13603,164.33999848365784,27,25,2
13606,280.54000210762024,43,28,2
13607,678.0099967718124,98,39,2
13610,1115.4299952983856,228,11,2
13611,1158.1999952793121,76,88,2
13614,1610.4599977731705,201,23,2
13615,399.9899990558624,24,312,0
13617,544.1799990534782,44,39,2
13618,177.34000074863434,13,173,0
13621,213.84999987483025,19,116,2
13623,672.439997792244,86,30,2
13626,257.2300007343292,19,252,0
13627,1624.019982933998,94,58,2
13629,7792.359820127487,59,22,1
13630,1995.6799785494804,80,4,2
13631,3021.7699995040894,12,99,2
13632,2117.0199907422066,147,24,2
13634,1575.1599865853786,188,32,2
13635,1071.0299925804138,62,67,2
13636,941.6199926733971,64,36,2
13637,810.499996304512,101,51,2
13638,122.64000001549721,8,15,2
13639,1033.3399982452393,40,73,2
13642,354.79999509453773,66,215,0
13643,519.4399915039539,28,30,2
13644,2597.5199813246727,148,8,2
13645,252.09999990463257,5,119,2
13647,1670.2199942171574,80,9,2
13649,346.5999960899353,23,256,0
13650,1809.3399953842163,98,16,2
13651,94.20000076293945,6,34,2
13652,1095.0799868106842,63,45,2
13654,2707.329996794462,166,42,2
13655,932.9699934720993,56,113,2
13656,379.64999955892563,49,164,0
13657,382.1399947106838,16,10,2
13658,2421.4699652194977,112,9,2
13659,1550.8499905467033,108,196,0
13662,879.0799950659275,58,85,2
13663,189.46999990940094,13,178,0
13666,84.65000021457672,12,59,2
13667,305.01999709010124,87,148,2
13668,6216.069893449545,501,2,1
13669,218.5500027537346,9,50,2
13670,349.70000100135803,25,74,2
13672,-71.45999908447266,16,300,0
13673,396.91999757289886,65,18,2
13675,486.8199965953827,25,150,0
13678,232.59999734163284,16,151,0
13680,2202.309989273548,216,0,1
13681,827.8299936652184,57,17,2
13682,59.5,3,186,0
13684,64.22999966144562,31,285,0
13685,3119.439966261387,39,2,2
13686,72.00000047683716,8,182,0
13689,909.9999809265137,6,62,2
13690,172.24999809265137,9,58,2
13692,1466.8699791431427,55,24,2
13693,-31.999999284744263,4,324,0
13695,2504.129977941513,90,30,2
13697,151.29999938607216,12,38,2
13699,308.5799939632416,14,154,0
13700,2265.119980275631,197,25,2
13703,99.49999809265137,1,317,0
13704,2295.3099835217,135,4,2
13705,711.8599989414215,28,7,2
13706,330.7899990081787,20,302,0
13707,806.4099946022034,48,266,0
13708,296.8799959719181,51,270,0
13709,6249.109957575798,346,3,1
13710,180.47999620437622,8,31,2
13711,252.05999702215195,13,218,0
13712,228.84000205993652,10,246,0
13715,1053.939996778965,108,280,0
13716,138.28000128269196,21,268,0
13717,1432.2599917948246,103,31,2
13718,306.5500003397465,12,245,0
13719,1041.6799988746643,60,14,2
13720,799.9000008106232,43,116,2
13721,524.1399989128113,28,35,2
13722,2369.159976065159,86,119,2
13723,199.84999823570251,6,216,0
13725,1809.809985935688,118,49,2
13726,1079.6599733829498,42,38,2
13727,333.4799962043762,20,28,2
13728,1016.1399898529053,63,36,2
13730,752.599996805191,43,135,2
13731,610.5899985432625,38,218,0
13732,491.8599998950958,33,27,2
13735,2766.1799731254578,208,24,1
13736,723.9999989569187,194,4,2
13737,339.59999644756317,30,199,0
13739,216.8999948501587,3,17,2
13740,350.74999713897705,23,240,0
13741,666.3299947977066,35,71,2
13742,3102.4199755191803,323,16,1
13743,1340.149979352951,42,2,2
13744,1156.3599972128868,72,94,2
13745,291.5399966239929,26,150,0
13747,79.5999984741211,1,373,0
13748,948.2499933242798,28,95,2
13750,1647.260021686554,24,53,2
13751,296.2499949038029,9,287,0
13752,1186.279995650053,76,123,2
13753,741.2599992156029,35,287,0
13754,282.6000032424927,12,151,0
13755,2154.6799724958837,343,3,1
13756,5145.119942605495,143,1,1
13758,3190.5499641001225,117,11,2
13759,659.4099969863892,25,32,2
13760,286.79000052809715,57,53,2
13761,1070.6499913930893,70,49,2
13762,0.0,14,203,0
13763,1689.4600229263306,17,62,2
13764,1521.7599913477898,208,70,2
13769,2771.8699786663055,143,1,2
13771,2631.6999990940094,120,63,2
13772,1132.1299913823605,177,33,2
13774,345.0000021457672,22,81,2
13778,178.69999635219574,9,102,2
13780,360.0100022852421,57,6,2
13781,127.8399977684021,17,250,0
13782,911.9999921321869,115,12,2
13784,2462.789977788925,31,9,2
13786,230.39999794960022,7,366,0
13787,309.03999733924866,31,75,2
13790,348.7999929189682,45,3,2
13791,1047.6800203323364,17,42,2
13792,195.55000114440918,13,65,2
13799,688.85999751091,39,116,2
13800,558.3200018703938,33,309,0
13801,324.7999997138977,23,66,2
13802,3906.2699797153473,66,137,2
13803,277.0700001716614,17,254,0
13804,2635.789995908737,137,30,2
13805,924.6000072956085,13,51,2
13806,256.3799967765808,10,63,2
13807,112.5999984741211,7,366,0
13808,1747.6599975824356,76,5,2
13809,155.04999995231628,12,304,0
13810,899.5099945068359,36,28,2
13811,591.75,14,183,0
13812,539.0000002384186,36,41,2
13813,1353.409987717867,71,39,2
13814,1562.1200156211853,58,55,2
13815,4014.9099858105183,177,21,1
13816,555.0400024652481,33,23,2
13817,382.9799966812134,24,28,2
13819,1140.349998474121,36,301,0
13821,385.63999938964844,59,144,2
13822,631.9999900609255,96,5,2
13823,957.6599886715412,40,18,2
13824,1698.9399888515472,46,32,2
13826,174.64999914169312,12,157,0
13827,412.04999870061874,93,57,2
13828,209.49000000953674,15,21,2
13829,-102.0,1,358,0
13831,2202.989967226982,74,15,2
13832,40.950000286102295,4,17,2
13833,384.79999697208405,29,158,0
13835,834.5699939727783,55,24,2
13837,271.24000123143196,19,211,0
13838,691.7299957275391,174,5,2
13841,85.00000238418579,1,252,0
13842,3385.6199922561646,206,58,1
13844,361.6199998855591,20,10,2
13845,312.9799973964691,9,64,2
13846,847.6099885702133,58,24,2
13848,1254.999977350235,5,91,2
13849,1537.9499931633472,101,51,2
13850,1586.80998980999,94,87,2
13851,2651.4599968492985,81,95,2
13853,1056.939989566803,24,8,2
13854,8025.020024061203,114,8,1
13856,363.4000051021576,17,168,0
13858,216.16999864578247,11,56,2
13859,201.1599977016449,28,325,0
13860,1239.9999933242798,77,0,2
13862,2187.3100031018257,142,17,2
13863,299.55999955534935,22,244,0
13865,501.5599989891052,30,57,2
13866,145.67000246047974,7,73,2
13867,1015.28999376297,61,30,2
13868,3192.5399422049522,33,6,2
13869,3104.949978083372,307,122,1
13870,2751.249995857477,118,1,2
13871,6389.799937218428,338,22,1
13873,381.69999957084656,24,119,2
13874,540.4499974250793,18,357,0
13875,1786.7899831831455,104,53,2
13876,122.69999694824219,7,63,2
13877,117.24000263214111,3,85,2
13878,1281.5299935340881,36,54,2
13880,3219.769989281893,165,20,1
13882,1131.2799941301346,66,2,2
13883,2538.750004529953,155,0,2
13884,781.2999908924103,60,6,2
13885,506.79999804496765,28,188,0
13886,243.55999970436096,16,70,2
13887,349.5499951839447,19,203,0
13888,605.6299979686737,40,119,2
13889,416.899986743927,15,92,2
13890,1860.8599722385406,114,0,2
13892,632.9699926376343,27,26,2
13893,821.0999960899353,21,297,0
13894,535.9699959754944,30,21,2
13895,2588.1199963092804,119,20,2
13897,311.1600024700165,17,49,2
13898,155.92999982833862,12,325,0
13899,388.520001411438,19,15,2
13900,740.94999563694,43,182,0
13901,2867.1999986171722,149,71,2
13904,332.64000076055527,26,36,2
13908,2347.049987077713,126,79,2
13911,2580.909987807274,148,56,2
13914,613.9499931335449,34,3,2
13917,272.0399971008301,18,49,2
13918,1212.839985370636,30,49,2
13919,350.15999752283096,33,52,2
13922,172.24999970197678,7,351,0
13923,351.12999880313873,20,53,2
13924,1682.0799934715033,137,1,2
13925,616.6500000953674,45,35,2
13926,223.8500010073185,11,22,2
13927,348.98999574780464,21,74,2
13928,464.56999802589417,27,10,2
13929,802.8499875068665,10,168,0
13930,337.34000062942505,17,57,2
13931,1230.9300045967102,59,85,2
13932,307.3999981880188,16,294,0
13933,608.7899923324585,23,108,2
13934,922.0999999046326,31,263,0
13936,361.279997587204,27,170,0
13937,158.85000085830688,9,168,0
13938,71.65999960899353,7,34,2
13939,556.7499961405993,46,22,2
13940,839.1399980783463,49,16,2
13941,4912.409941196442,47,21,2
13946,561.5699914693832,11,78,2
13947,90.59999942779541,5,64,2
13948,102.00000095367432,3,360,0
13949,2427.3199943602085,160,2,2
13950,728.5599956512451,36,10,2
13951,674.4499958753586,39,175,0
13952,3246.0909763107775,138,210,0
13953,3515.679990053177,20,6,2
13954,378.59000182151794,30,1,2
13955,322.960000872612,33,153,0
13956,1026.4199957996607,152,4,2
13958,-102.44999933242798,5,371,0
13959,598.1999976038933,92,78,2
13960,230.21999883651733,12,20,2
13962,169.5499985218048,11,21,2
13963,664.5399980545044,35,307,0
13967,80.69999885559082,2,145,0
13969,8986.689951568842,633,6,1
13971,2702.2199913859367,158,8,2
13972,190.24999874830246,15,70,2
13973,264.6999994814396,11,286,0
13974,413.58999729156494,28,48,2
13975,2503.229977965355,340,30,1
13976,357.97999906539917,10,206,0
13978,196.7899963259697,15,14,2
13979,869.8699876666069,54,72,2
13980,200.13999915122986,11,59,2
13982,1861.1099865734577,115,38,2
13983,2590.459989130497,112,29,2
13984,488.03000259399414,17,26,2
13985,7024.529927968979,353,3,1
13986,320.45999693870544,13,16,2
13988,4098.799985945225,239,19,1
13989,1266.0800056159496,41,65,2
13990,311.2999963760376,16,212,0
13991,850.6299896836281,86,11,2
13992,76.80000019073486,5,29,2
13993,3409.65998005867,125,31,2
13994,2313.13997900486,155,3,2
13995,1383.4899861812592,87,14,2
13999,3865.2599600553513,212,9,1
14000,633.7099994421005,16,205,0
14001,2030.329978942871,40,45,2
14002,529.7299949526787,47,133,2
14004,4582.639957666397,171,42,1
14005,2874.7200187444687,84,9,2
14006,962.1899948120117,30,115,2
14009,685.929996907711,44,197,0
14012,328.8000011444092,11,277,0
14013,473.0200003385544,34,109,2
14014,505.17999106645584,39,76,2
14015,917.340000629425,20,52,2
14016,4328.4599913954735,162,153,1
14019,1398.9599931240082,68,46,2
14020,642.799998909235,39,16,2
14021,631.8999917507172,22,154,0
14022,439.99999663233757,28,224,0
14023,584.0699956417084,31,6,2
14024,327.6999945640564,16,121,2
14027,104.81999921798706,6,60,2
14029,467.65999698638916,15,62,2
14030,2360.0899948477745,243,17,1
14032,2929.8399843275547,152,1,2
14034,512.0200044810772,92,21,2
14035,1428.020013988018,66,28,2
14036,626.6499916315079,38,284,0
14037,147.19999957084656,28,175,0
14038,1554.4799760878086,93,77,2
14039,152.20000171661377,6,32,2
14040,3542.189958781004,241,40,1
14041,141.4099986255169,21,265,0
14044,652.8199963867664,209,26,2
14045,1659.749983906746,6,108,2
14046,154.98999536037445,14,283,0
14047,1290.0099985599518,34,8,2
14048,375.1299968957901,88,276,0
14049,5639.1499464809895,505,16,1
14050,746.3600009977818,54,31,2
14052,225.3599987924099,56,19,2
14053,260.24999499320984,4,123,2
14054,92.4599986076355,6,64,2
14055,725.6400113105774,10,105,2
14057,6147.399964183569,291,23,1
14059,183.59999990463257,8,266,0
14060,6135.3799169659615,203,4,1
14062,10464.849886000156,111,9,1
14064,1188.3200006484985,82,28,2
14066,152.54999828338623,7,266,0
14067,374.69999596476555,52,63,2
14068,265.84999990463257,24,319,0
14071,1307.4099925011396,333,3,1
14073,139.54000091552734,14,20,2
14075,942.2599904537201,43,4,2
14076,122.47000031173229,46,128,2
14077,499.41999900341034,42,40,2
14078,1049.3699851036072,65,101,2
14079,375.09999492764473,12,124,2
14080,45.600000858306885,4,32,2
14081,904.6699901819229,156,266,0
14082,182.24999845027924,29,364,0
14083,1018.42998868227,181,3,2
14085,4435.78995731473,451,1,1
14087,181.66999876126647,70,2,2
14089,161.00000023841858,14,56,2
14090,76.31999588012695,1,324,0
14092,4063.0999759733677,217,7,1
14093,442.84999364614487,105,11,2
14098,147.34999753534794,21,36,2
14099,3092.969959437847,252,15,1
14100,194.89999824762344,26,137,2
14101,5976.789989233017,35,73,1
14102,1314.730010509491,84,4,2
14104,216.21000138670206,21,154,0
14105,1260.3299942314625,76,84,2
14107,2688.479969263077,124,51,2
14108,594.159994661808,35,30,2
14109,80.19999885559082,14,22,2
14110,5669.65001732111,157,3,1
14111,688.5999987125397,11,13,2
14112,2774.1699707508087,173,22,2
14113,1377.9199993312359,40,3,2
14114,386.5300052165985,15,273,0
14116,1382.739995956421,72,19,2
14117,90.0,3,143,0
14119,-19.899999618530273,1,353,0
14121,2740.299990415573,161,3,2
14124,419.5799913108349,5,83,2
14125,2740.4299853146076,167,10,2
14126,643.629985332489,16,7,2
14127,709.7099871635437,44,122,2
14128,637.4999970495701,46,60,2
14129,1123.859989643097,52,1,2
14130,483.8599984943867,67,318,0
14132,3580.1299943327904,201,1,1
14133,590.3400017023087,30,129,2
14135,4690.309940010309,134,1,1
14138,982.3799854516983,47,1,2
14139,415.8199979066849,26,45,2
14140,920.0499979257584,67,3,2
14141,879.0299777984619,46,2,2
14142,311.80999878048897,22,372,0
14143,115.7999997138977,7,133,2
14145,3148.199878692627,12,46,2
14146,2949.56999078393,245,8,1
14147,468.3999996185303,6,48,2
14148,157.19999885559082,3,233,0
14149,259.4299991130829,40,212,0
14150,658.6399998366833,26,35,2
14152,611.0899928808212,50,74,2
14154,1345.6199959516525,52,238,0
14155,118.74999761581421,6,265,0
14157,400.4299931526184,49,19,2
14158,507.6599933207035,41,39,2
14161,1110.519992262125,108,215,0
14162,289.3600001335144,25,173,0
14163,2445.9099639058113,52,86,2
14164,1631.7699930667877,29,70,2
14165,122.53999903798103,25,275,0
14167,574.8399975299835,52,38,2
14171,363.7899984717369,58,97,2
14173,450.83999705314636,29,10,2
14174,134.4600003361702,26,32,2
14175,3108.0599822700024,164,50,2
14176,573.9999978542328,32,296,0
14177,554.4599892497063,43,84,2
14178,1620.9299773201346,327,8,1
14179,719.7799948751926,165,40,2
14180,4640.769965171814,248,10,1
14184,452.8900001049042,24,66,2
14185,197.64999961853027,3,330,0
14188,2018.9099543094635,71,8,2
14189,4604.309979259968,277,1,1
14191,4660.0099377036095,263,1,1
14193,853.3899945020676,42,67,2
14194,11216.749890595675,604,4,1
14195,962.7000024318695,8,201,0
14196,335.5199956893921,6,106,2
14198,663.4999956488609,44,3,2
14199,185.39999723434448,2,217,0
14201,688.0400021076202,39,59,2
14204,161.02999728918076,44,1,2
14205,218.7799940109253,39,10,2
14206,308.2600040435791,21,238,0
14208,151.74000054597855,10,94,2
14209,2067.129987716675,88,10,2
14210,1900.8899726867676,103,90,2
14211,2208.299995303154,118,52,2
14212,1070.4800112247467,9,89,2
14213,-1192.1999907493591,5,371,0
14214,1000.2299964129925,70,30,2
14215,1777.919992685318,109,11,2
14216,1839.2999776601791,59,2,2
14217,1925.3599853515625,107,1,2
14218,169.47999835014343,12,42,2
14219,89.93999898433685,7,3,2
14220,632.3999977111816,21,246,0
14221,3427.8499861359596,194,41,1
14222,683.169998049736,41,176,0
14223,975.2299892902374,61,91,2
14224,1050.1199933886528,118,109,2
14226,2201.6400039494038,73,28,2
14227,3315.7099668979645,183,25,1
14229,1450.5999932289124,43,51,2
14231,822.0599944591522,54,178,0
14232,2043.9299807548523,118,31,2
14233,1447.5099985599518,36,43,2
14234,775.4599958956242,159,21,2
14235,3093.8600046932697,80,9,2
14236,490.85999155044556,15,80,2
14237,161.00000143051147,9,372,0
14238,146.84999895095825,8,325,0
14239,2323.4999725818634,116,42,2
14240,890.3399906158447,42,29,2
14241,213.70000076293945,10,183,0
14242,280.55000042915344,16,234,0
14243,2535.879973590374,148,8,2
14245,1677.47999471426,112,175,0
14246,1474.0599910020828,75,110,2
14247,136.76999962329865,20,277,0
14248,302.5799996852875,8,317,0
14250,1904.0499767959118,111,6,2
14251,2879.6999735832214,78,1,2
14256,935.059995174408,54,253,0
14257,3087.269970983267,107,50,2
14258,12650.079806089401,112,8,1
14259,119.99999833106995,5,141,0
14261,1163.4500000476837,52,50,2
14262,2618.229994595051,143,7,2
14264,319.46999406814575,19,154,0
14265,530.1799972057343,31,108,2
14267,1279.0899893045425,66,150,2
14270,492.6499972343445,29,331,0
14271,112.31999862194061,10,225,0
14272,437.9599969089031,33,73,2
14273,559.9699836969376,29,50,2
14276,1019.3899985551834,75,87,2
14277,3956.99999371171,228,14,1
14280,134.03999745845795,8,196,0
14282,3729.3399513065815,156,2,1
14284,578.4499971866608,34,30,2
14285,1910.009985923767,27,20,2
14286,4595.809976011515,285,23,1
14287,151.22999846935272,11,7,2
14288,413.85000228881836,17,211,0
14289,911.2599899768829,47,8,2
14290,2307.4499903321266,103,10,2
14291,3873.2999523878098,238,1,1
14292,4819.329903483391,108,7,1
14293,1046.5599832236767,61,2,2
14295,154.69999313354492,7,39,2
14297,1284.060002565384,64,17,2
14299,2855.349999755621,162,7,2
14300,43.19999980926514,3,18,2
14301,632.0399944782257,16,107,2
14304,197.09999418258667,27,222,0
14305,1803.759999871254,110,70,2
14306,2083.4199618399143,35,50,2
14307,2995.719989359379,180,88,1
14309,2319.679997384548,123,7,2
14311,229.70999944210052,27,224,0
14312,1611.5899913311005,87,46,2
14314,120.00000035762787,8,106,2
14315,2456.979976415634,104,20,2
14317,508.5799994468689,24,64,2
14320,343.1099981069565,42,206,0
14321,1530.749983549118,123,10,2
14323,574.2600008249283,41,114,2
14326,166.84999752044678,9,234,0
14327,311.65000104904175,12,162,0
14329,4928.739957988262,269,8,1
14331,462.6599974632263,28,123,2
14332,866.3099942803383,26,22,2
14333,351.4500002861023,19,63,2
14334,2539.4599876999855,163,16,2
14335,468.25999534130096,63,15,2
14336,1614.9099906682968,90,16,2
14338,554.2199985086918,34,157,0
14339,289.90999668836594,18,234,0
14340,134.7000002861023,6,218,0
14341,2166.3799700438976,130,44,2
14342,607.7100053727627,24,20,2
14344,889.9300026297569,71,126,2
14345,108.97999811172485,6,38,2
14346,1021.5799906253815,60,120,2
14348,409.56999921798706,18,259,0
14349,133.49999928474426,31,9,2
14350,258.6999990940094,21,270,0
14351,51.0,1,164,0
14352,1078.9600027799606,47,156,0
14353,90.6000006198883,6,214,0
14354,163.62000060081482,9,5,2
14355,174.40000009536743,11,365,0
14356,666.9399968385696,38,59,2
14357,225.76999920606613,41,42,2
14359,882.580001115799,58,18,2
14360,2128.229990720749,118,31,2
14362,161.19999939203262,41,21,2
14364,3717.349940419197,69,108,2
14367,9167.819858923554,533,7,1
14368,154.99999856948853,8,319,0
14371,100.49999856948853,4,294,0
14373,76.55000066757202,4,357,0
14375,257.68000039458275,75,184,0
14377,617.0499973297119,11,190,0
14379,348.099996984005,46,43,2
14381,202.68000090122223,56,51,2
14382,626.0699906051159,131,25,2
14383,1247.6899930536747,59,37,2
14385,202.10999703407288,14,8,2
14386,142.40000009536743,7,296,0
14387,1770.55998057127,140,32,2
14388,3172.0399596989155,191,8,1
14389,999.7199881076813,62,8,2
14390,4592.46997576952,291,9,1
14393,67.95000076293945,5,217,0
14395,3471.909941211343,353,1,1
14396,487.98999643325806,73,64,2
14397,2556.680007517338,95,0,2
14400,559.6999890804291,26,140,2
14401,4039.9799605607986,183,3,1
14403,1426.3099831342697,26,129,2
14404,1434.7199919074774,104,33,2
14406,156.7499988079071,8,118,2
14407,2111.080005198717,76,106,2
14408,2606.529957473278,107,10,2
14409,1908.2499810755253,55,70,2
14410,576.2999915331602,287,15,2
14411,1062.9999866485596,14,310,0
14412,761.3300013542175,45,34,2
14413,122.69999998807907,23,361,0
14414,1485.1299917399883,98,91,2
14415,5811.559934020042,612,0,1
14416,490.21999311447144,14,21,2
14418,1937.249998241663,124,3,2
14419,1058.0599940121174,206,10,2
14420,385.86999809741974,30,84,2
14421,813.1099838018417,27,56,2
14422,4263.639958679676,222,0,1
14423,265.19999599456787,3,217,0
14424,322.0800018310547,1,17,2
14426,3918.8999733924866,264,18,1
14427,363.3400014638901,17,49,2
14428,1230.1399854421616,148,6,2
14431,397.7599952220917,22,298,0
14432,2255.50998903811,382,9,1
14434,1372.8000144958496,12,21,2
14436,89.05999898910522,9,98,2
14437,-43.40000009536743,6,142,0
14438,131.9000027179718,9,305,0
14439,2661.239974498749,32,319,0
14440,2357.6799829006195,55,7,2
14441,1545.1399683952332,59,0,2
14442,1544.619987666607,68,1,2
14443,1400.8799981176853,98,53,2
14446,1039.5799970030785,293,0,1
14447,1163.2300038337708,70,18,2
14448,375.3499923944473,20,8,2
14449,907.0999984443188,258,18,2
14450,483.2499937713146,40,180,0
14451,662.5899969339371,109,59,2
14452,264.43999963998795,62,10,2
14453,119.92999950051308,22,189,0
14457,113.63999831676483,4,310,0
14459,1837.9199976921082,37,154,2
14460,383.33999398350716,17,109,2
14461,2103.059993803501,180,147,2
14462,1965.8999867215753,246,63,1
14463,529.6199865341187,6,97,2
14465,1058.6199734807014,130,246,0
14466,2272.399998664856,72,28,2
14467,598.759999871254,90,17,2
14470,461.1899989247322,43,11,2
14472,1936.83998721838,281,103,1
14473,234.3399977684021,7,73,2
14474,537.7099981307983,30,42,2
14475,799.8199918270111,47,71,2
14476,215.70000040531158,19,256,0
14477,1307.8099694252014,11,19,2
14479,316.25000071525574,18,253,0
14480,279.0499949455261,13,10,2
14481,636.5100032091141,30,164,0
14482,2068.1499684005976,144,17,2
14483,129.19999900460243,10,149,0
14484,321.9200004339218,14,49,2
14485,165.7499989271164,47,38,2
14487,1183.5799995362759,145,26,2
14488,1047.4299894869328,49,50,2
14489,463.3799934387207,30,206,0
14491,340.9299986362457,17,174,0
14493,2362.839993953705,123,6,2
14494,139.56000065803528,7,25,2
14495,123.79999589920044,6,50,2
14496,538.8100028038025,19,311,0
14497,457.4699966907501,31,300,0
14498,1957.3199799954891,193,42,2
14499,815.3199945390224,194,25,2
14500,356.84999561309814,7,87,2
14501,190.31000065803528,12,63,2
14502,2351.0199897885323,631,19,1
14503,3543.2599647045135,164,2,1
14504,673.2599954605103,107,46,2
14506,2012.1699885725975,316,16,1
14507,1368.1799895465374,98,23,2
14508,276.41999739408493,57,21,2
14511,1267.4100050926208,71,10,2
14512,275.2800009250641,23,187,0
14513,438.48999667167664,18,100,2
14514,1055.349995702505,73,60,2
14515,2102.0899817347527,101,17,2
14517,330.4499969482422,18,32,2
14518,174.3699996471405,16,63,2
14520,270.59999561309814,4,1,2
14522,974.5399987399578,17,23,2
14523,241.08999708294868,12,107,2
14524,1867.679986178875,203,31,2
14525,4221.369976818562,298,8,1
14528,364.2200030386448,18,36,2
14529,620.0399951413274,229,59,2
14530,2925.9099948108196,216,25,1
14532,932.8499835878611,64,235,0
14533,1812.619989901781,65,24,2
14534,4075.3499611616135,558,2,1
14535,2841.0899797677994,333,58,1
14536,171.7999985218048,19,259,0
14537,355.56000423431396,10,57,2
14538,388.2500021457672,19,64,2
14539,537.4799965620041,32,15,2
14540,996.2599950432777,76,9,2
14541,1461.650006532669,111,58,2
14542,103.24999713897705,5,185,0
14543,2916.169985771179,107,3,2
14544,2024.4499756991863,114,23,2
14546,2487.019984960556,417,3,1
14547,3986.7399620711803,367,3,1
14548,652.7999877929688,4,150,0
14549,289.2399987578392,56,310,0
14550,765.6200050413609,48,10,2
14551,186.22999966144562,10,17,2
14552,165.07000106573105,58,151,0
14553,859.2699953913689,113,18,2
14554,2381.0399888157845,216,9,1
14555,324.1400034427643,21,56,2
14557,0.0,32,63,2
14560,2174.1799923479557,76,6,2
14561,1080.759994506836,69,75,2
14562,4709.219946980476,446,3,1
14565,3073.769981265068,129,95,2
14566,1431.9999694824219,4,110,2
14567,1524.4599862098694,34,34,2
14569,227.389998793602,12,0,2
14570,218.0599958896637,29,280,0
14572,2803.689972728491,273,2,1
14573,1603.7199895977974,241,179,2
14576,35.40000057220459,1,371,0
14577,859.709985435009,123,12,2
14578,168.62999665737152,24,2,2
14581,138.59999850392342,17,16,2
14582,114.10999977588654,6,40,2
14583,1052.549996085465,330,5,1
